id,shortname,theme,group,sort,name,url,description,type,sourceurl,localfile,redirect,redistribute
soil,TEXMHT_M_sl3,soils,sl3,3,Texture class (USDA system),metadata.html,"Texture class (USDA system) at depth 0.15 m; source: ISRIC - World Soil Information, publication url: http://dx.doi.org/10.1371/journal.pone.0169748, contact: tom.hengl@isric.org",raster,ftp://ftp.soilgrids.org/data/recent/TEXMHT_M_sl3_1km_ll.tif,soil/1km//TEXMHT_M_sl3_1km_ll.tif,,1
soil,TEXMHT_M_sl4,soils,sl4,4,Texture class (USDA system),metadata.html,"Texture class (USDA system) at depth 0.30 m; source: ISRIC - World Soil Information, publication url: http://dx.doi.org/10.1371/journal.pone.0169748, contact: tom.hengl@isric.org",raster,ftp://ftp.soilgrids.org/data/recent/TEXMHT_M_sl4_1km_ll.tif,soil/1km//TEXMHT_M_sl4_1km_ll.tif,,1
soil,TEXMHT_M_sl5,soils,sl5,5,Texture class (USDA system),metadata.html,"Texture class (USDA system) at depth 0.60 m; source: ISRIC - World Soil Information, publication url: http://dx.doi.org/10.1371/journal.pone.0169748, contact: tom.hengl@isric.org",raster,ftp://ftp.soilgrids.org/data/recent/TEXMHT_M_sl5_1km_ll.tif,soil/1km//TEXMHT_M_sl5_1km_ll.tif,,1
soil,TEXMHT_M_sl6,soils,sl6,6,Texture class (USDA system),metadata.html,"Texture class (USDA system) at depth 1.00 m; source: ISRIC - World Soil Information, publication url: http://dx.doi.org/10.1371/journal.pone.0169748, contact: tom.hengl@isric.org",raster,ftp://ftp.soilgrids.org/data/recent/TEXMHT_M_sl6_1km_ll.tif,soil/1km//TEXMHT_M_sl6_1km_ll.tif,,1
soil,TEXMHT_M_sl7,soils,sl7,7,Texture class (USDA system),metadata.html,"Texture class (USDA system) at depth 2.00 m; source: ISRIC - World Soil Information, publication url: http://dx.doi.org/10.1371/journal.pone.0169748, contact: tom.hengl@isric.org",raster,ftp://ftp.soilgrids.org/data/recent/TEXMHT_M_sl7_1km_ll.tif,soil/1km//TEXMHT_M_sl7_1km_ll.tif,,1
soil,WWP_M_sl1,soils,sl1,1,Available soil water capacity (volumetric fraction) until wilting point,metadata.html,"Derived available soil water capacity (volumetric fraction) until wilting point for depth 0 cm; source: ISRIC - World Soil Information, publication url: http://dx.doi.org/10.1371/journal.pone.0169748, contact: tom.hengl@isric.org",raster,ftp://ftp.soilgrids.org/data/recent/WWP_M_sl1_1km_ll.tif,soil/1km//WWP_M_sl1_1km_ll.tif,,1
soil,WWP_M_sl2,soils,sl2,2,Available soil water capacity (volumetric fraction) until wilting point,metadata.html,"Derived available soil water capacity (volumetric fraction) until wilting point for depth 5 cm; source: ISRIC - World Soil Information, publication url: http://dx.doi.org/10.1371/journal.pone.0169748, contact: tom.hengl@isric.org",raster,ftp://ftp.soilgrids.org/data/recent/WWP_M_sl2_1km_ll.tif,soil/1km//WWP_M_sl2_1km_ll.tif,,1
soil,WWP_M_sl3,soils,sl3,3,Available soil water capacity (volumetric fraction) until wilting point,metadata.html,"Derived available soil water capacity (volumetric fraction) until wilting point for depth 15 cm; source: ISRIC - World Soil Information, publication url: http://dx.doi.org/10.1371/journal.pone.0169748, contact: tom.hengl@isric.org",raster,ftp://ftp.soilgrids.org/data/recent/WWP_M_sl3_1km_ll.tif,soil/1km//WWP_M_sl3_1km_ll.tif,,1
soil,WWP_M_sl4,soils,sl4,4,Available soil water capacity (volumetric fraction) until wilting point,metadata.html,"Derived available soil water capacity (volumetric fraction) until wilting point for depth 30 cm; source: ISRIC - World Soil Information, publication url: http://dx.doi.org/10.1371/journal.pone.0169748, contact: tom.hengl@isric.org",raster,ftp://ftp.soilgrids.org/data/recent/WWP_M_sl4_1km_ll.tif,soil/1km//WWP_M_sl4_1km_ll.tif,,1
soil,WWP_M_sl5,soils,sl5,5,Available soil water capacity (volumetric fraction) until wilting point,metadata.html,"Derived available soil water capacity (volumetric fraction) until wilting point for depth 60 cm; source: ISRIC - World Soil Information, publication url: http://dx.doi.org/10.1371/journal.pone.0169748, contact: tom.hengl@isric.org",raster,ftp://ftp.soilgrids.org/data/recent/WWP_M_sl5_1km_ll.tif,soil/1km//WWP_M_sl5_1km_ll.tif,,1
soil,WWP_M_sl6,soils,sl6,6,Available soil water capacity (volumetric fraction) until wilting point,metadata.html,"Derived available soil water capacity (volumetric fraction) until wilting point for depth 100 cm; source: ISRIC - World Soil Information, publication url: http://dx.doi.org/10.1371/journal.pone.0169748, contact: tom.hengl@isric.org",raster,ftp://ftp.soilgrids.org/data/recent/WWP_M_sl6_1km_ll.tif,soil/1km//WWP_M_sl6_1km_ll.tif,,1
soil,WWP_M_sl7,soils,sl7,7,Available soil water capacity (volumetric fraction) until wilting point,metadata.html,"Derived available soil water capacity (volumetric fraction) until wilting point for depth 200 cm; source: ISRIC - World Soil Information, publication url: http://dx.doi.org/10.1371/journal.pone.0169748, contact: tom.hengl@isric.org",raster,ftp://ftp.soilgrids.org/data/recent/WWP_M_sl7_1km_ll.tif,soil/1km//WWP_M_sl7_1km_ll.tif,,1
